,close,date,high,low,open
0,39.32,2018-03-07 14:30:00,39.32,39.32,39.32
1,39.35,2018-03-07 14:31:00,39.36,39.35,39.36
2,39.35,2018-03-07 14:32:00,39.35,39.35,39.35
3,39.43,2018-03-07 14:33:00,39.43,39.36,39.36
4,39.43,2018-03-07 14:34:00,39.47,39.43,39.46
5,39.455,2018-03-07 14:35:00,39.46,39.43,39.43
6,39.47,2018-03-07 14:36:00,39.47,39.46,39.46
7,39.46,2018-03-07 14:37:00,39.46,39.445,39.46
8,39.47,2018-03-07 14:38:00,39.475,39.46,39.46
9,39.475,2018-03-07 14:39:00,39.475,39.46,39.47
10,39.53,2018-03-07 14:40:00,39.53,39.525,39.525
11,39.585,2018-03-07 14:41:00,39.585,39.575,39.575
12,39.54,2018-03-07 14:42:00,39.54,39.53,39.54
13,39.53,2018-03-07 14:43:00,39.545,39.53,39.53
14,39.5,2018-03-07 14:44:00,39.545,39.5,39.545
15,39.485,2018-03-07 14:45:00,39.5,39.46,39.5
16,39.47,2018-03-07 14:46:00,39.5,39.47,39.485
17,39.43,2018-03-07 14:47:00,39.435,39.43,39.43
18,39.435,2018-03-07 14:48:00,39.435,39.43,39.43
19,39.405,2018-03-07 14:49:00,39.405,39.4,39.4
20,39.39,2018-03-07 14:50:00,39.4,39.39,39.4
21,39.39,2018-03-07 14:51:00,39.4,39.39,39.39
22,39.4,2018-03-07 14:52:00,39.4,39.385,39.39
23,39.395,2018-03-07 14:53:00,39.4,39.39,39.4
24,39.35,2018-03-07 14:54:00,39.39,39.35,39.39
25,39.36,2018-03-07 14:55:00,39.36,39.35,39.35
26,39.36,2018-03-07 14:56:00,39.36,39.36,39.36
27,39.39,2018-03-07 14:57:00,39.395,39.39,39.395
28,39.4,2018-03-07 14:58:00,39.405,39.4,39.4
29,39.36,2018-03-07 14:59:00,39.405,39.36,39.4
30,39.32,2018-03-07 15:00:00,39.335,39.32,39.335
31,39.35,2018-03-07 15:01:00,39.35,39.32,39.32
32,39.335,2018-03-07 15:02:00,39.365,39.335,39.355
33,39.36,2018-03-07 15:03:00,39.36,39.335,39.335
34,39.375,2018-03-07 15:04:00,39.375,39.35,39.35
35,39.35,2018-03-07 15:05:00,39.36,39.35,39.36
36,39.35,2018-03-07 15:06:00,39.36,39.35,39.35
37,39.375,2018-03-07 15:07:00,39.375,39.35,39.35
38,39.36,2018-03-07 15:08:00,39.36,39.36,39.36
39,39.35,2018-03-07 15:09:00,39.36,39.35,39.355
40,39.36,2018-03-07 15:10:00,39.36,39.35,39.35
41,39.35,2018-03-07 15:11:00,39.39,39.35,39.39
42,39.32,2018-03-07 15:12:00,39.35,39.32,39.35
43,39.36,2018-03-07 15:13:00,39.36,39.32,39.32
44,39.35,2018-03-07 15:14:00,39.375,39.35,39.36
45,39.365,2018-03-07 15:15:00,39.365,39.35,39.35
46,39.35,2018-03-07 15:16:00,39.365,39.35,39.365
47,39.35,2018-03-07 15:17:00,39.35,39.35,39.35
48,39.32,2018-03-07 15:18:00,39.32,39.32,39.32
49,39.36,2018-03-07 15:19:00,39.36,39.335,39.36
50,39.36,2018-03-07 15:20:00,39.36,39.35,39.36
51,39.4,2018-03-07 15:21:00,39.4,39.375,39.375
52,39.4,2018-03-07 15:22:00,39.4,39.39,39.39
53,39.39,2018-03-07 15:23:00,39.4,39.39,39.39
54,39.375,2018-03-07 15:24:00,39.385,39.36,39.36
55,39.365,2018-03-07 15:25:00,39.375,39.365,39.375
56,39.36,2018-03-07 15:26:00,39.36,39.35,39.36
57,39.36,2018-03-07 15:27:00,39.36,39.36,39.36
58,39.375,2018-03-07 15:28:00,39.375,39.36,39.365
59,39.35,2018-03-07 15:29:00,39.375,39.35,39.375
60,39.43,2018-03-07 15:30:00,39.48,39.43,39.43
61,39.4,2018-03-07 15:31:00,39.41,39.39,39.39
62,39.4,2018-03-07 15:32:00,39.405,39.39,39.4
63,39.39,2018-03-07 15:33:00,39.4,39.35,39.39
64,39.39,2018-03-07 15:34:00,39.4,39.385,39.4
65,39.43,2018-03-07 15:35:00,39.43,39.43,39.43
66,39.43,2018-03-07 15:36:00,39.43,39.415,39.415
67,39.47,2018-03-07 15:37:00,39.47,39.43,39.43
68,39.46,2018-03-07 15:38:00,39.47,39.46,39.47
69,39.5,2018-03-07 15:39:00,39.5,39.5,39.5
70,39.57,2018-03-07 15:40:00,39.575,39.54,39.54
71,39.53,2018-03-07 15:41:00,39.54,39.53,39.54
72,39.545,2018-03-07 15:42:00,39.545,39.525,39.525
73,39.54,2018-03-07 15:43:00,39.57,39.54,39.57
74,39.57,2018-03-07 15:44:00,39.57,39.57,39.57
75,39.54,2018-03-07 15:45:00,39.54,39.53,39.54
76,39.495,2018-03-07 15:46:00,39.55,39.495,39.55
77,39.46,2018-03-07 15:47:00,39.5,39.46,39.5
78,39.47,2018-03-07 15:48:00,39.47,39.46,39.46
79,39.495,2018-03-07 15:49:00,39.495,39.47,39.47
80,39.505,2018-03-07 15:50:00,39.505,39.495,39.5
81,39.53,2018-03-07 15:51:00,39.54,39.525,39.525
82,39.515,2018-03-07 15:52:00,39.54,39.515,39.54
83,39.5,2018-03-07 15:53:00,39.5,39.5,39.5
84,39.5,2018-03-07 15:54:00,39.5,39.5,39.5
85,39.515,2018-03-07 15:55:00,39.54,39.505,39.54
86,39.57,2018-03-07 15:56:00,39.57,39.53,39.53
87,39.54,2018-03-07 15:57:00,39.54,39.54,39.54
88,39.53,2018-03-07 15:58:00,39.54,39.53,39.53
89,39.57,2018-03-07 15:59:00,39.57,39.54,39.54
90,39.57,2018-03-07 16:00:00,39.57,39.54,39.57
91,39.545,2018-03-07 16:01:00,39.57,39.54,39.555
92,39.53,2018-03-07 16:02:00,39.53,39.53,39.53
93,39.5,2018-03-07 16:03:00,39.5,39.47,39.5
94,39.43,2018-03-07 16:04:00,39.46,39.43,39.46
95,39.46,2018-03-07 16:05:00,39.46,39.43,39.43
96,39.435,2018-03-07 16:06:00,39.435,39.435,39.435
97,39.43,2018-03-07 16:07:00,39.43,39.43,39.43
98,39.43,2018-03-07 16:08:00,39.435,39.43,39.435
99,39.43,2018-03-07 16:09:00,39.43,39.43,39.43
100,39.43,2018-03-07 16:10:00,39.43,39.415,39.43
