,close,date,high,low,open
0,40.4,2018-02-26 14:30:00,40.4,40.39,40.39
1,40.375,2018-02-26 14:31:00,40.375,40.35,40.35
2,40.35,2018-02-26 14:32:00,40.39,40.35,40.39
3,40.355,2018-02-26 14:33:00,40.355,40.355,40.355
4,40.39,2018-02-26 14:34:00,40.39,40.39,40.39
5,40.39,2018-02-26 14:35:00,40.39,40.39,40.39
6,40.35,2018-02-26 14:36:00,40.35,40.35,40.35
7,40.39,2018-02-26 14:37:00,40.39,40.39,40.39
8,40.35,2018-02-26 14:38:00,40.35,40.35,40.35
9,40.35,2018-02-26 14:39:00,40.35,40.35,40.35
10,40.32,2018-02-26 14:40:00,40.32,40.32,40.32
11,40.35,2018-02-26 14:41:00,40.35,40.35,40.35
12,40.35,2018-02-26 14:42:00,40.36,40.35,40.36
13,40.335,2018-02-26 14:43:00,40.335,40.335,40.335
14,40.35,2018-02-26 14:44:00,40.35,40.345,40.35
15,40.35,2018-02-26 14:45:00,40.36,40.35,40.36
16,40.28,2018-02-26 14:46:00,40.29,40.28,40.29
17,40.255,2018-02-26 14:47:00,40.255,40.25,40.25
18,40.29,2018-02-26 14:48:00,40.29,40.265,40.28
19,40.32,2018-02-26 14:49:00,40.32,40.29,40.29
20,40.32,2018-02-26 14:50:00,40.32,40.32,40.32
21,40.355,2018-02-26 14:51:00,40.355,40.355,40.355
22,40.355,2018-02-26 14:52:00,40.355,40.355,40.355
23,40.355,2018-02-26 14:53:00,40.355,40.355,40.355
24,40.315,2018-02-26 14:54:00,40.315,40.315,40.315
25,40.285,2018-02-26 14:55:00,40.285,40.285,40.285
26,40.215,2018-02-26 14:56:00,40.23,40.215,40.23
27,40.21,2018-02-26 14:57:00,40.21,40.21,40.21
28,40.18,2018-02-26 14:58:00,40.21,40.175,40.21
29,40.22,2018-02-26 14:59:00,40.22,40.21,40.21
30,40.22,2018-02-26 15:00:00,40.22,40.21,40.21
31,40.21,2018-02-26 15:01:00,40.22,40.21,40.21
32,40.21,2018-02-26 15:02:00,40.21,40.21,40.21
33,40.21,2018-02-26 15:03:00,40.21,40.21,40.21
34,40.18,2018-02-26 15:04:00,40.21,40.18,40.195
35,40.18,2018-02-26 15:05:00,40.185,40.18,40.18
36,40.21,2018-02-26 15:06:00,40.22,40.21,40.22
37,40.21,2018-02-26 15:07:00,40.21,40.21,40.21
38,40.21,2018-02-26 15:08:00,40.235,40.21,40.235
39,40.22,2018-02-26 15:09:00,40.22,40.21,40.21
40,40.21,2018-02-26 15:10:00,40.25,40.21,40.22
41,40.21,2018-02-26 15:11:00,40.225,40.21,40.22
42,40.18,2018-02-26 15:12:00,40.185,40.18,40.18
43,40.15,2018-02-26 15:13:00,40.165,40.14,40.165
