,close,date,high,low,open
0,63.59,2018-04-02 13:31:00,63.59,63.59,63.59
1,63.59,2018-04-02 13:32:00,63.59,63.59,63.59
2,63.59,2018-04-02 13:33:00,63.59,63.59,63.59
3,63.59,2018-04-02 13:34:00,63.59,63.59,63.59
4,63.59,2018-04-02 13:35:00,63.59,63.59,63.59
5,63.59,2018-04-02 13:36:00,63.59,63.59,63.59
6,63.59,2018-04-02 13:37:00,63.59,63.59,63.59
7,63.59,2018-04-02 13:38:00,63.59,63.59,63.59
8,63.59,2018-04-02 13:39:00,63.59,63.59,63.59
9,63.59,2018-04-02 13:40:00,63.59,63.59,63.59
10,63.745,2018-04-02 13:41:00,63.745,63.745,63.745
11,63.745,2018-04-02 13:42:00,63.745,63.745,63.745
12,63.745,2018-04-02 13:43:00,63.745,63.745,63.745
13,63.745,2018-04-02 13:44:00,63.745,63.745,63.745
14,63.745,2018-04-02 13:45:00,63.745,63.745,63.745
15,63.745,2018-04-02 13:46:00,63.745,63.745,63.745
16,63.6,2018-04-02 13:47:00,63.6,63.6,63.6
17,63.6,2018-04-02 13:48:00,63.6,63.6,63.6
18,63.6,2018-04-02 13:49:00,63.6,63.6,63.6
19,63.6,2018-04-02 13:50:00,63.6,63.6,63.6
20,63.6,2018-04-02 13:51:00,63.6,63.6,63.6
21,63.6,2018-04-02 13:52:00,63.6,63.6,63.6
22,63.6,2018-04-02 13:53:00,63.6,63.6,63.6
23,63.6,2018-04-02 13:54:00,63.6,63.6,63.6
24,63.6,2018-04-02 13:55:00,63.6,63.6,63.6
25,63.6,2018-04-02 13:56:00,63.6,63.6,63.6
26,63.6,2018-04-02 13:57:00,63.6,63.6,63.6
27,63.6,2018-04-02 13:58:00,63.6,63.6,63.6
28,63.6,2018-04-02 13:59:00,63.6,63.6,63.6
29,63.6,2018-04-02 14:00:00,63.6,63.6,63.6
30,63.6,2018-04-02 14:01:00,63.6,63.6,63.6
31,63.405,2018-04-02 14:02:00,63.465,63.405,63.465
32,63.405,2018-04-02 14:03:00,63.405,63.405,63.405
33,63.405,2018-04-02 14:04:00,63.405,63.405,63.405
34,63.345,2018-04-02 14:05:00,63.345,63.345,63.345
35,63.335,2018-04-02 14:06:00,63.335,63.335,63.335
36,63.335,2018-04-02 14:07:00,63.335,63.335,63.335
37,63.315,2018-04-02 14:08:00,63.315,63.315,63.315
38,63.34,2018-04-02 14:09:00,63.34,63.34,63.34
39,63.34,2018-04-02 14:10:00,63.34,63.34,63.34
40,63.415,2018-04-02 14:11:00,63.415,63.395,63.395
41,63.415,2018-04-02 14:12:00,63.415,63.415,63.415
42,63.325,2018-04-02 14:13:00,63.325,63.325,63.325
43,63.335,2018-04-02 14:14:00,63.335,63.335,63.335
44,63.375,2018-04-02 14:15:00,63.375,63.375,63.375
45,63.375,2018-04-02 14:16:00,63.375,63.375,63.375
46,63.38,2018-04-02 14:17:00,63.38,63.38,63.38
47,63.38,2018-04-02 14:18:00,63.38,63.38,63.38
48,63.375,2018-04-02 14:19:00,63.375,63.375,63.375
49,63.385,2018-04-02 14:20:00,63.385,63.385,63.385
50,63.395,2018-04-02 14:21:00,63.395,63.395,63.395
51,63.395,2018-04-02 14:22:00,63.395,63.395,63.395
52,63.415,2018-04-02 14:23:00,63.415,63.415,63.415
53,63.475,2018-04-02 14:24:00,63.475,63.475,63.475
54,63.465,2018-04-02 14:25:00,63.465,63.465,63.465
55,63.44,2018-04-02 14:26:00,63.44,63.44,63.44
56,63.44,2018-04-02 14:27:00,63.44,63.44,63.44
57,63.455,2018-04-02 14:28:00,63.455,63.445,63.45
58,63.415,2018-04-02 14:29:00,63.445,63.415,63.445
59,63.405,2018-04-02 14:30:00,63.405,63.405,63.405
60,63.405,2018-04-02 14:31:00,63.405,63.405,63.405
61,63.395,2018-04-02 14:32:00,63.395,63.395,63.395
62,63.385,2018-04-02 14:33:00,63.385,63.375,63.375
63,63.385,2018-04-02 14:34:00,63.385,63.385,63.385
64,63.335,2018-04-02 14:35:00,63.335,63.335,63.335
65,63.305,2018-04-02 14:36:00,63.305,63.305,63.305
66,63.315,2018-04-02 14:37:00,63.315,63.315,63.315
67,63.31,2018-04-02 14:38:00,63.31,63.275,63.275
68,63.345,2018-04-02 14:39:00,63.345,63.345,63.345
69,63.345,2018-04-02 14:40:00,63.345,63.345,63.345
70,63.385,2018-04-02 14:41:00,63.385,63.385,63.385
71,63.345,2018-04-02 14:42:00,63.345,63.345,63.345
72,63.335,2018-04-02 14:43:00,63.335,63.335,63.335
73,63.265,2018-04-02 14:44:00,63.285,63.265,63.285
74,63.28,2018-04-02 14:45:00,63.28,63.275,63.275
75,63.28,2018-04-02 14:46:00,63.28,63.28,63.28
76,63.245,2018-04-02 14:47:00,63.245,63.245,63.245
77,63.245,2018-04-02 14:48:00,63.245,63.245,63.245
78,63.245,2018-04-02 14:49:00,63.245,63.245,63.245
79,63.225,2018-04-02 14:50:00,63.225,63.225,63.225
80,63.225,2018-04-02 14:51:00,63.225,63.225,63.225
81,63.225,2018-04-02 14:52:00,63.225,63.225,63.225
82,63.225,2018-04-02 14:53:00,63.225,63.225,63.225
83,63.225,2018-04-02 14:54:00,63.225,63.225,63.225
84,63.225,2018-04-02 14:55:00,63.225,63.225,63.225
85,63.225,2018-04-02 14:56:00,63.225,63.225,63.225
86,63.11,2018-04-02 14:57:00,63.11,63.11,63.11
