,close,date,high,low,open
0,68.13,2018-04-16 13:33:00,68.13,68.13,68.13
1,68.13,2018-04-16 13:34:00,68.13,68.13,68.13
2,68.13,2018-04-16 13:35:00,68.13,68.13,68.13
3,68.13,2018-04-16 13:36:00,68.13,68.13,68.13
4,68.13,2018-04-16 13:37:00,68.13,68.13,68.13
5,68.12,2018-04-16 13:38:00,68.12,68.12,68.12
6,68.21,2018-04-16 13:39:00,68.21,68.21,68.21
7,68.245,2018-04-16 13:40:00,68.245,68.245,68.245
8,68.245,2018-04-16 13:41:00,68.245,68.245,68.245
9,68.245,2018-04-16 13:42:00,68.245,68.245,68.245
10,68.245,2018-04-16 13:43:00,68.245,68.245,68.245
11,68.245,2018-04-16 13:44:00,68.245,68.245,68.245
12,68.25,2018-04-16 13:45:00,68.25,68.25,68.25
13,68.25,2018-04-16 13:46:00,68.25,68.25,68.25
14,68.25,2018-04-16 13:47:00,68.25,68.25,68.25
15,68.25,2018-04-16 13:48:00,68.25,68.25,68.25
16,68.25,2018-04-16 13:49:00,68.25,68.25,68.25
17,68.25,2018-04-16 13:50:00,68.25,68.25,68.25
18,68.25,2018-04-16 13:51:00,68.25,68.25,68.25
19,68.25,2018-04-16 13:52:00,68.25,68.25,68.25
20,68.25,2018-04-16 13:53:00,68.25,68.25,68.25
21,68.34,2018-04-16 13:54:00,68.34,68.34,68.34
22,68.34,2018-04-16 13:55:00,68.34,68.34,68.34
23,68.34,2018-04-16 13:56:00,68.34,68.34,68.34
24,68.34,2018-04-16 13:57:00,68.34,68.34,68.34
25,68.31,2018-04-16 13:58:00,68.31,68.31,68.31
26,68.335,2018-04-16 13:59:00,68.335,68.325,68.325
27,68.335,2018-04-16 14:00:00,68.335,68.335,68.335
28,68.335,2018-04-16 14:01:00,68.335,68.335,68.335
29,68.335,2018-04-16 14:02:00,68.335,68.335,68.335
30,68.4,2018-04-16 14:03:00,68.4,68.4,68.4
31,68.4,2018-04-16 14:04:00,68.4,68.4,68.4
32,68.4,2018-04-16 14:05:00,68.4,68.4,68.4
