,close,date,high,low,open
0,63.19,2018-11-12 14:30:00,63.2,63.15,63.15
1,63.16,2018-11-12 14:31:00,63.19,63.16,63.185
2,63.11,2018-11-12 14:32:00,63.12,63.1,63.12
3,63.125,2018-11-12 14:33:00,63.13,63.1,63.11
4,63.165,2018-11-12 14:34:00,63.165,63.11,63.11
5,63.15,2018-11-12 14:35:00,63.15,63.15,63.15
6,63.135,2018-11-12 14:36:00,63.145,63.09,63.09
7,63.135,2018-11-12 14:37:00,63.135,63.135,63.135
8,63.185,2018-11-12 14:38:00,63.185,63.16,63.16
9,63.1,2018-11-12 14:39:00,63.11,63.055,63.055
10,63.1,2018-11-12 14:40:00,63.1,63.1,63.1
11,63.135,2018-11-12 14:41:00,63.135,63.135,63.135
12,63.15,2018-11-12 14:42:00,63.17,63.15,63.17
13,63.145,2018-11-12 14:43:00,63.145,63.145,63.145
14,63.145,2018-11-12 14:44:00,63.145,63.145,63.145
15,63.03,2018-11-12 14:45:00,63.08,63.03,63.08
16,63.09,2018-11-12 14:46:00,63.11,63.04,63.04
17,63.1,2018-11-12 14:47:00,63.1,63.08,63.1
18,63.1,2018-11-12 14:48:00,63.1,63.1,63.1
19,63.055,2018-11-12 14:49:00,63.055,63.055,63.055
20,63.04,2018-11-12 14:50:00,63.06,63.02,63.06
21,63.01,2018-11-12 14:51:00,63.03,63.0,63.03
22,63.02,2018-11-12 14:52:00,63.04,63.02,63.025
23,63.04,2018-11-12 14:53:00,63.04,63.025,63.03
24,63.01,2018-11-12 14:54:00,63.01,63.005,63.005
25,63.065,2018-11-12 14:55:00,63.065,63.06,63.06
26,63.105,2018-11-12 14:56:00,63.11,63.02,63.03
27,63.11,2018-11-12 14:57:00,63.12,63.105,63.105
28,63.1,2018-11-12 14:58:00,63.115,63.1,63.105
29,63.1,2018-11-12 14:59:00,63.1,63.1,63.1
30,63.03,2018-11-12 15:00:00,63.045,63.03,63.03
31,63.03,2018-11-12 15:01:00,63.06,63.03,63.06
32,63.03,2018-11-12 15:02:00,63.03,63.03,63.03
33,63.03,2018-11-12 15:03:00,63.03,63.03,63.03
34,63.03,2018-11-12 15:04:00,63.03,63.03,63.03
35,63.03,2018-11-12 15:05:00,63.03,63.03,63.03
36,63.03,2018-11-12 15:06:00,63.03,63.03,63.03
37,63.03,2018-11-12 15:07:00,63.03,63.03,63.03
38,63.03,2018-11-12 15:08:00,63.03,63.03,63.03
39,63.13,2018-11-12 15:09:00,63.13,63.105,63.105
40,63.09,2018-11-12 15:10:00,63.09,63.075,63.075
41,63.15,2018-11-12 15:11:00,63.15,63.125,63.13
42,63.155,2018-11-12 15:12:00,63.155,63.145,63.145
43,63.14,2018-11-12 15:13:00,63.175,63.14,63.155
44,63.135,2018-11-12 15:14:00,63.165,63.13,63.165
45,63.12,2018-11-12 15:15:00,63.12,63.105,63.115
46,63.095,2018-11-12 15:16:00,63.115,63.095,63.115
47,63.08,2018-11-12 15:17:00,63.11,63.08,63.11
48,63.065,2018-11-12 15:18:00,63.1,63.065,63.08
49,63.075,2018-11-12 15:19:00,63.075,63.075,63.075
50,63.06,2018-11-12 15:20:00,63.06,63.055,63.055
51,63.095,2018-11-12 15:21:00,63.095,63.085,63.085
52,63.065,2018-11-12 15:22:00,63.065,63.025,63.025
53,63.075,2018-11-12 15:23:00,63.075,63.075,63.075
54,63.065,2018-11-12 15:24:00,63.065,63.055,63.055
55,63.075,2018-11-12 15:25:00,63.075,63.065,63.065
56,63.085,2018-11-12 15:26:00,63.085,63.065,63.065
