,close,date,high,low,open
0,65.77,2018-09-18 13:30:00,65.785,65.73,65.735
1,65.83,2018-09-18 13:31:00,65.83,65.815,65.815
2,65.875,2018-09-18 13:32:00,65.875,65.795,65.795
3,65.87,2018-09-18 13:33:00,65.875,65.86,65.86
4,65.95,2018-09-18 13:34:00,65.97,65.88,65.88
5,65.965,2018-09-18 13:35:00,65.99,65.965,65.99
6,65.98,2018-09-18 13:36:00,65.98,65.98,65.98
7,66.005,2018-09-18 13:37:00,66.005,65.995,65.995
8,65.93,2018-09-18 13:38:00,65.995,65.93,65.995
9,65.97,2018-09-18 13:39:00,65.97,65.93,65.93
10,66.095,2018-09-18 13:40:00,66.095,66.0,66.0
11,66.06,2018-09-18 13:41:00,66.11,66.06,66.09
12,66.11,2018-09-18 13:42:00,66.115,66.08,66.08
13,66.08,2018-09-18 13:43:00,66.11,66.08,66.11
14,66.03,2018-09-18 13:44:00,66.11,66.03,66.08
15,66.075,2018-09-18 13:45:00,66.075,66.015,66.015
16,66.095,2018-09-18 13:46:00,66.115,66.095,66.115
17,66.09,2018-09-18 13:47:00,66.11,66.07,66.075
18,66.2,2018-09-18 13:48:00,66.2,66.105,66.105
19,66.25,2018-09-18 13:49:00,66.25,66.205,66.205
20,66.25,2018-09-18 13:50:00,66.255,66.215,66.225
21,66.24,2018-09-18 13:51:00,66.25,66.24,66.25
22,66.225,2018-09-18 13:52:00,66.25,66.22,66.22
23,66.2,2018-09-18 13:53:00,66.2,66.2,66.2
24,66.14,2018-09-18 13:54:00,66.175,66.14,66.17
25,66.19,2018-09-18 13:55:00,66.22,66.19,66.22
26,66.135,2018-09-18 13:56:00,66.175,66.135,66.155
27,66.14,2018-09-18 13:57:00,66.16,66.14,66.155
28,66.11,2018-09-18 13:58:00,66.135,66.11,66.135
29,66.11,2018-09-18 13:59:00,66.11,66.1,66.1
30,66.095,2018-09-18 14:00:00,66.11,66.08,66.095
31,66.03,2018-09-18 14:01:00,66.095,66.03,66.095
32,65.985,2018-09-18 14:02:00,66.015,65.97,66.0
33,66.03,2018-09-18 14:03:00,66.035,66.025,66.03
34,66.035,2018-09-18 14:04:00,66.05,65.995,66.05
35,66.01,2018-09-18 14:05:00,66.035,66.01,66.035
36,65.99,2018-09-18 14:06:00,66.035,65.985,66.035
37,66.005,2018-09-18 14:07:00,66.015,65.97,65.975
38,65.95,2018-09-18 14:08:00,65.985,65.95,65.985
