,close,date,high,low,open
0,63.415,2018-11-02 13:30:00,63.42,63.305,63.31
1,63.44,2018-11-02 13:31:00,63.44,63.41,63.41
2,63.43,2018-11-02 13:32:00,63.43,63.33,63.33
3,63.38,2018-11-02 13:33:00,63.43,63.38,63.43
4,63.45,2018-11-02 13:34:00,63.48,63.45,63.465
5,63.42,2018-11-02 13:35:00,63.45,63.42,63.45
6,63.575,2018-11-02 13:36:00,63.575,63.465,63.465
7,63.505,2018-11-02 13:37:00,63.57,63.505,63.57
8,63.51,2018-11-02 13:38:00,63.51,63.51,63.51
9,63.57,2018-11-02 13:39:00,63.57,63.57,63.57
10,63.545,2018-11-02 13:40:00,63.545,63.545,63.545
11,63.615,2018-11-02 13:41:00,63.615,63.61,63.61
12,63.59,2018-11-02 13:42:00,63.61,63.585,63.59
13,63.525,2018-11-02 13:43:00,63.575,63.525,63.57
14,63.525,2018-11-02 13:44:00,63.525,63.525,63.525
15,63.575,2018-11-02 13:45:00,63.615,63.575,63.575
16,63.555,2018-11-02 13:46:00,63.56,63.545,63.545
17,63.515,2018-11-02 13:47:00,63.515,63.515,63.515
18,63.575,2018-11-02 13:48:00,63.575,63.575,63.575
19,63.55,2018-11-02 13:49:00,63.55,63.55,63.55
20,63.545,2018-11-02 13:50:00,63.55,63.535,63.535
21,63.545,2018-11-02 13:51:00,63.545,63.545,63.545
22,63.545,2018-11-02 13:52:00,63.545,63.545,63.545
23,63.495,2018-11-02 13:53:00,63.5,63.48,63.5
24,63.51,2018-11-02 13:54:00,63.51,63.485,63.51
25,63.475,2018-11-02 13:55:00,63.535,63.475,63.535
26,63.43,2018-11-02 13:56:00,63.465,63.43,63.465
27,63.45,2018-11-02 13:57:00,63.485,63.44,63.47
28,63.4,2018-11-02 13:58:00,63.45,63.38,63.44
29,63.455,2018-11-02 13:59:00,63.48,63.395,63.395
30,63.455,2018-11-02 14:00:00,63.455,63.455,63.455
31,63.36,2018-11-02 14:01:00,63.36,63.36,63.36
32,63.325,2018-11-02 14:02:00,63.325,63.325,63.325
33,63.27,2018-11-02 14:03:00,63.29,63.27,63.29
34,63.27,2018-11-02 14:04:00,63.27,63.27,63.27
35,63.295,2018-11-02 14:05:00,63.3,63.295,63.3
36,63.295,2018-11-02 14:06:00,63.295,63.25,63.25
37,63.24,2018-11-02 14:07:00,63.265,63.24,63.26
38,63.295,2018-11-02 14:08:00,63.3,63.255,63.26
